Identifier,name,iso_region,State Abbreviation,State,City,Wikipedia Description,type,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,column_13,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
KHMT,Hemet Ryan Airport,US-CA,CA,California,Hemet,,small_airport,33.73400116,-117.0230026,1512,NA,US,,no,KHMT,HMT,KHMT,HMT,http://www.rchmtra.com/,https://en.wikipedia.org/wiki/Hemet-Ryan_Airport,
KHMZ,Bedford County Airport,US-PA,PA,Pennsylvania,Bedford,,small_airport,40.085952,-78.513359,1162,NA,US,,no,,,KHMZ,HMZ,,https://en.wikipedia.org/wiki/Bedford_County_Airport,
KHNB,Huntingburg Airport,US-IN,IN,Indiana,Huntingburg,,small_airport,38.24900055,-86.9536972,529,NA,US,,no,KHNB,HNB,KHNB,HNB,http://huntingburgairport.com/,https://en.wikipedia.org/wiki/Huntingburg_Airport,
KHND,Henderson Executive Airport,US-NV,NV,Nevada,Las Vegas,,small_airport,35.97280121,-115.1340027,2492,NA,US,,no,KHND,HSH,KHND,HND,http://www.hnd.aero/,https://en.wikipedia.org/wiki/Henderson_Executive_Airport,"L15, Sky Harbor Airport"
KHNZ,Henderson Oxford Airport,US-NC,NC,North Carolina,Oxford,,small_airport,36.361599,-78.529198,526,NA,US,,no,,,KHNZ,HNZ,,https://en.wikipedia.org/wiki/Henderson%E2%80%93Oxford_Airport,
KHOU,William P Hobby Airport,US-TX,TX,Texas,Houston,,medium_airport,29.645399,-95.2789,46,NA,US,,yes,KHOU,HOU,KHOU,HOU,http://www.fly2houston.com/hobbyHome,https://en.wikipedia.org/wiki/William_P._Hobby_Airport,QHO
KHPN,Westchester County Airport,US-NY,NY,New York,White Plains,,medium_airport,41.06700134,-73.70760345,439,NA,US,,yes,KHPN,HPN,KHPN,HPN,,https://en.wikipedia.org/wiki/Westchester_County_Airport,"Manhattan, New York City, NYC"
KHQU,Thomson-McDuffie County Airport,US-GA,GA,Georgia,Thomson,,small_airport,33.52970123,-82.51650238,501,NA,US,,no,,,KHQU,HQU,http://www.thomson-mcduffie.com/citycounty/departments/thomson-city-departments/airport,,48J
KHQZ,Mesquite Metro Airport,US-TX,TX,Texas,Mesquite,,small_airport,32.747002,-96.530403,447,NA,US,,no,,,KHQZ,HQZ,,https://en.wikipedia.org/wiki/Mesquite_Metro_Airport,
KHRL,Valley International Airport,US-TX,TX,Texas,Harlingen,,medium_airport,26.22850037,-97.65440369,36,NA,US,,yes,KHRL,HRL,KHRL,HRL,,https://en.wikipedia.org/wiki/Valley_International_Airport,
KHRX,Hereford Municipal Airport,US-TX,TX,Texas,Hereford,,small_airport,34.85779953,-102.3259964,3788,NA,US,,no,,,KHRX,HRX,,,
KHSA,Stennis International Airport,US-MS,MS,Mississippi,Bay St Louis,,small_airport,30.3678,-89.454597,23,NA,US,,no,,,KHSA,HSA,https://flystennis.com/,https://en.wikipedia.org/wiki/Stennis_International_Airport,
KHSD,Sundance Airport,US-OK,OK,Oklahoma,Oklahoma City,,small_airport,35.601799,-97.7062,1193,NA,US,,no,,,KHSD,HSD,,https://en.wikipedia.org/wiki/Sundance_Airport,
KHSI,Hastings Municipal Airport,US-NE,NE,Nebraska,Hastings,,small_airport,40.6053009,-98.42790222,1961,NA,US,,no,KHSI,HSI,KHSI,HSI,http://www.cityofhastings.org/airport/,https://en.wikipedia.org/wiki/Hastings_Municipal_Airport,
KHSV,Huntsville International Carl T Jones Field,US-AL,AL,Alabama,Huntsville,,medium_airport,34.637199,-86.775101,629,NA,US,,yes,KHSV,HSV,KHSV,HSV,http://www.flyhuntsville.com/portal/#.VbaG-_lVhBc,https://en.wikipedia.org/wiki/Huntsville_International_Airport,
KHUA,Redstone Army Air Field,US-AL,AL,Alabama,Redstone Arsnl Huntsville,,medium_airport,34.67869949,-86.68479919,684,NA,US,,no,KHUA,HUA,KHUA,HUA,,https://en.wikipedia.org/wiki/Redstone_Army_Airfield,
KHUF,"Terre Haute Regional Airport, Hulman Field",US-IN,IN,Indiana,Terre Haute,,medium_airport,39.4515,-87.307602,589,NA,US,,no,,HUF,KHUF,HUF,http://huf.com/,https://en.wikipedia.org/wiki/Terre_Haute_Regional_Airport,
KHUM,Houma Terrebonne Airport,US-LA,LA,Louisiana,Houma,,small_airport,29.56649971,-90.66040039,10,NA,US,,no,KHUM,HUM,KHUM,HUM,http://www.houma-airport.com/,https://en.wikipedia.org/wiki/Houma%E2%80%93Terrebonne_Airport,NAS Houma
KHVN,Tweed New Haven Airport,US-CT,CT,Connecticut,New Haven,,medium_airport,41.26369858,-72.88680267,12,NA,US,,yes,KHVN,HVN,KHVN,HVN,,https://en.wikipedia.org/wiki/Tweed_New_Haven_Regional_Airport,
KHWD,Hayward Executive Airport,US-CA,CA,California,Hayward,,small_airport,37.65919876,-122.1220016,52,NA,US,,no,KHWD,HWD,KHWD,HWD,http://www.hayward-ca.gov/CITY-GOVERNMENT/DEPARTMENTS/PUBLIC-WORKS-ET/HEA/,https://en.wikipedia.org/wiki/Hayward_Executive_Airport,Hayward Air Terminal
KHWO,North Perry Airport,US-FL,FL,Florida,Hollywood,,small_airport,26.0012,-80.2407,8,NA,US,,no,KHWO,HWO,KHWO,HWO,http://www.broward.org/airport/northperryairport/Pages/Default.aspx,https://en.wikipedia.org/wiki/North_Perry_Airport,
KHWV,Brookhaven Calabro Airport,US-NY,NY,New York,Shirley,,small_airport,40.821899,-72.8694,81,NA,US,,no,KHWV,WSH,KHWV,HWV,,https://en.wikipedia.org/wiki/Brookhaven_Airport,
KHWY,Warrenton Fauquier Airport,US-VA,VA,Virginia,Midland,,small_airport,38.5863,-77.710602,336,NA,US,,no,,,KHWY,HWY,,https://en.wikipedia.org/wiki/Warrenton%E2%80%93Fauquier_Airport,Formerly W66
KHXD,Hilton Head Airport,US-SC,SC,South Carolina,Hilton Head Island,,medium_airport,32.2244,-80.697502,19,NA,US,,yes,KHXD,HHH,KHXD,HXD,https://www.hiltonheadairport.com/,https://en.wikipedia.org/wiki/Hilton_Head_Airport,49J
KHXF,Hartford Municipal Airport,US-WI,WI,Wisconsin,Hartford,,small_airport,43.3493,-88.391098,1069,NA,US,,no,,,KHXF,HXF,,https://en.wikipedia.org/wiki/Hartford_Municipal_Airport,
KHYI,San Marcos Regional Airport,US-TX,TX,Texas,San Marcos,,medium_airport,29.8927,-97.862999,597,NA,US,,no,,,KHYI,HYI,,https://en.wikipedia.org/wiki/San_Marcos_Regional_Airport,San Marcos Municipal
KHYR,Sawyer County Airport,US-WI,WI,Wisconsin,Hayward,,medium_airport,46.02519989,-91.44429779,1216,NA,US,,no,KHYR,HYR,KHYR,HYR,http://sawyercountygov.org/Departments/Airport/tabid/93/Default.aspx,https://en.wikipedia.org/wiki/Sawyer_County_Airport,
KHYS,Hays Regional Airport,US-KS,KS,Kansas,Hays,,medium_airport,38.844521,-99.273148,1999,NA,US,,yes,KHYS,HYS,KHYS,HYS,,https://en.wikipedia.org/wiki/Hays_Regional_Airport,
KHYX,Saginaw County H.W. Browne Airport,US-MI,MI,Michigan,Saginaw,,small_airport,43.433399,-83.862297,601,NA,US,,no,,,KHYX,HYX,,https://en.wikipedia.org/wiki/Saginaw_County_H.W._Browne_Airport,
KI12,Sidney Municipal Airport,US-OH,OH,Ohio,Sidney,,small_airport,40.241402,-84.150902,1044,NA,US,,no,,,KSCA,SCA,http://www.sidneymunicipalairport.com/,https://en.wikipedia.org/wiki/Sidney_Municipal_Airport_(Ohio),I12
KI39,Central Kentucky Regional Airport,US-KY,KY,Kentucky,Richmond,,medium_airport,37.630798,-84.332298,1002,NA,US,,no,,,KRGA,RGA,,https://en.wikipedia.org/wiki/Central_Kentucky_Regional_Airport,"I39, Madison"
KI67,Cincinnati West Airport,US-OH,OH,Ohio,Harrison,,small_airport,39.2589,-84.7743,584,NA,US,,no,,,KI67,I67,,https://en.wikipedia.org/wiki/Cincinnati_West_Airport,
KI68,Warren County Airport/John Lane Field,US-OH,OH,Ohio,Lebanon,,small_airport,39.4622,-84.251801,898,NA,US,,no,,,I68,I68,,https://en.wikipedia.org/wiki/Lebanon-Warren_County_Airport,
KI69,Clermont County Airport,US-OH,OH,Ohio,Batavia,,small_airport,39.0784,-84.210197,843,NA,US,,no,,,KI69,I69,,https://en.wikipedia.org/wiki/Clermont_County_Airport,
KI73,Moraine Air Park,US-OH,OH,Ohio,Dayton,,small_airport,39.682215,-84.239042,720,NA,US,,no,,,,I73,,https://en.wikipedia.org/wiki/Moraine_Airpark,
KICT,Wichita Eisenhower National Airport,US-KS,KS,Kansas,Wichita,,medium_airport,37.649899,-97.433098,1333,NA,US,,yes,KICT,ICT,KICT,ICT,,https://en.wikipedia.org/wiki/Wichita_Dwight_D._Eisenhower_National_Airport,
KIDA,Idaho Falls Regional Airport,US-ID,ID,Idaho,Idaho Falls,,medium_airport,43.514599,-112.070999,4744,NA,US,,yes,KIDA,IDA,KIDA,IDA,,https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport,Fanning Field
KIDI,Indiana County–Jimmy Stewart Airport,US-PA,PA,Pennsylvania,Indiana,,small_airport,40.631119,-79.101884,1405,NA,US,,no,KIDI,IDI,KIDI,IDI,http://www.jimmystewartairport.com/,https://en.wikipedia.org/wiki/Indiana_County-Jimmy_Stewart_Airport,Jimmy Stewart Field
KIGQ,Lansing Municipal Airport,US-IL,IL,Illinois,Chicago,,small_airport,41.534901,-87.529503,620,NA,US,,no,,,KIGQ,IGQ,,https://en.wikipedia.org/wiki/Lansing_Municipal_Airport,
KIJD,Windham Airport,US-CT,CT,Connecticut,North Windham,,small_airport,41.743999,-72.180298,247,NA,US,,no,,,KIJD,IJD,,https://en.wikipedia.org/wiki/Windham_Airport,
KIJX,Jacksonville Municipal Airport,US-IL,IL,Illinois,Jacksonville,,small_airport,39.774601,-90.238297,624,NA,US,,no,KIJX,IJX,KIJX,IJX,http://www.flyijx.com/,https://en.wikipedia.org/wiki/Jacksonville_Municipal_Airport_(Illinois),
KIKK,Greater Kankakee Airport,US-IL,IL,Illinois,Kankakee,,medium_airport,41.07139969,-87.84629822,630,NA,US,,no,KIKK,IKK,KIKK,IKK,http://kvaa.com/,https://en.wikipedia.org/wiki/Greater_Kankakee_Airport,
KIKV,Ankeny Regional Airport,US-IA,IA,Iowa,Ankeny,,small_airport,41.691399,-93.566399,910,NA,US,,no,,,KIKV,IKV,,https://en.wikipedia.org/wiki/Ankeny_Regional_Airport,
KILE,Skylark Field,US-TX,TX,Texas,Killeen,,small_airport,31.08580017,-97.68650055,848,NA,US,,no,KILE,ILE,KILE,ILE,http://www.skylarkfield.net/,https://en.wikipedia.org/wiki/Skylark_Field,
KILM,Wilmington International Airport,US-NC,NC,North Carolina,Wilmington,,medium_airport,34.27059937,-77.90260315,32,NA,US,,yes,KILM,ILM,KILM,ILM,,https://en.wikipedia.org/wiki/Wilmington_International_Airport,
KILN,Wilmington Airpark,US-OH,OH,Ohio,Wilmington,,medium_airport,39.42789841,-83.792099,1077,NA,US,,no,KILN,ILN,KILN,ILN,http://www.wilmingtonairpark.com/,https://en.wikipedia.org/wiki/Airborne_Airpark,"Clinton Field, Clinton County AFB, Airborne Airpark"
KIMM,Immokalee Regional Airport,US-FL,FL,Florida,Immokalee,,small_airport,26.427933,-81.403531,37,NA,US,,no,KIMM,IMM,KIMM,IMM,http://www.colliergov.net/index.aspx?page=59,https://en.wikipedia.org/wiki/Immokalee_Regional_Airport,
KIND,Indianapolis International Airport,US-IN,IN,Indiana,Indianapolis,,large_airport,39.7173,-86.294403,797,NA,US,,yes,KIND,IND,KIND,IND,http://www.indianapolisairport.com/,https://en.wikipedia.org/wiki/Indianapolis_International_Airport,
KINF,Inverness Airport,US-FL,FL,Florida,Inverness,,small_airport,28.803588,-82.318311,50,NA,US,,no,,,KINF,INF,https://www.citrusbocc.com/departments/public_works/engineering/aviation_section/inverness_airport.php,https://en.wikipedia.org/wiki/Inverness_Airport_(Florida),X40
KINT,Smith Reynolds Airport,US-NC,NC,North Carolina,Winston Salem,,medium_airport,36.13370132,-80.22200012,969,NA,US,,no,KINT,INT,KINT,INT,,https://en.wikipedia.org/wiki/Smith_Reynolds_Airport,
KIOB,Mount Sterling Montgomery County Airport,US-KY,KY,Kentucky,Mount Sterling,,small_airport,38.058102,-83.979599,1019,NA,US,,no,,,KIOB,IOB,,https://en.wikipedia.org/wiki/Mount_Sterling-Montgomery_County_Airport,
KIOW,Iowa City Municipal Airport,US-IA,IA,Iowa,Iowa City,,small_airport,41.6391983,-91.54650116,668,NA,US,,no,KIOW,IOW,KIOW,IOW,http://www.icgov.org/?id=1501,https://en.wikipedia.org/wiki/Iowa_City_Municipal_Airport,
KIPJ,Lincolnton Lincoln County Regional Airport,US-NC,NC,North Carolina,Lincolnton,,small_airport,35.483299,-81.161301,877,NA,US,,no,,,KIPJ,IPJ,http://www.lincolncountyairport.com/,https://en.wikipedia.org/wiki/Lincolnton-Lincoln_County_Regional_Airport,5N4
KIPT,Williamsport Regional Airport,US-PA,PA,Pennsylvania,Williamsport,,medium_airport,41.242126,-76.92245,529,NA,US,,yes,KIPT,IPT,KIPT,IPT,,https://en.wikipedia.org/wiki/Williamsport_Regional_Airport,
KISM,Kissimmee Gateway Airport,US-FL,FL,Florida,Orlando,,medium_airport,28.28980064,-81.43710327,82,NA,US,,no,KISM,ISM,KISM,ISM,http://www.kissimmee.org/index.aspx?page=111,https://en.wikipedia.org/wiki/Kissimmee_Gateway_Airport,
KISP,Long Island Mac Arthur Airport,US-NY,NY,New York,Islip,,medium_airport,40.79520035,-73.10019684,99,NA,US,,yes,KISP,ISP,KISP,ISP,,https://en.wikipedia.org/wiki/Long_Island_MacArthur_Airport,
KISW,Alexander Field South Wood County Airport,US-WI,WI,Wisconsin,Wisconsin Rapids,,small_airport,44.36029816,-89.83899689,1021,NA,US,,no,KISW,ISW,KISW,ISW,http://www.wirapids.org/department/?fDD=27-0,https://en.wikipedia.org/wiki/South_Wood_County_Airport,
KITH,Ithaca Tompkins Regional Airport,US-NY,NY,New York,Ithaca,,medium_airport,42.49100113,-76.45839691,1099,NA,US,,yes,KITH,ITH,KITH,ITH,,https://en.wikipedia.org/wiki/Ithaca_Tompkins_Regional_Airport,
KIWH,Wabash Municipal Airport,US-IN,IN,Indiana,Wabash,,small_airport,40.762991,-85.799747,796,NA,US,,no,,,KIWH,IWH,,https://en.wikipedia.org/wiki/Wabash_Municipal_Airport,
KIWS,West Houston Airport,US-TX,TX,Texas,Houston,,small_airport,29.818199,-95.6726,111,NA,US,,no,KIWS,IWS,KIWS,IWS,http://www.westhoustonairport.com/,https://en.wikipedia.org/wiki/West_Houston_Airport,"Lakeside, Memorial Skyland"
KIXD,New Century AirCenter Airport,US-KS,KS,Kansas,New Century,,small_airport,38.830898,-94.890297,1087,NA,US,,no,KIXD,JCI,KIXD,IXD,,https://en.wikipedia.org/wiki/New_Century_AirCenter,"NUU, KNUU, Naval Air Station Olathe, NAS Olathe, Olathe, Flatley Field, Johnson County Industrial Airport"
KJDD,Wood County Airport - Collins Field,US-TX,TX,Texas,Mineola,,small_airport,32.742199,-95.496498,434,NA,US,,no,,,KJDD,JDD,https://www.woodcountyairport.net/,https://en.wikipedia.org/wiki/Wood_County_Airport_(Texas),3T1
KJEF,Jefferson City Memorial Airport,US-MO,MO,Missouri,Jefferson City,,small_airport,38.59120178,-92.15609741,549,NA,US,,no,KJEF,JEF,KJEF,JEF,https://www.jeffcitymo.org/publicworks/airport/airport.html,https://en.wikipedia.org/wiki/Jefferson_City_Memorial_Airport,
KJER,Jerome County Airport,US-ID,ID,Idaho,Jerome,,small_airport,42.72669983,-114.4570007,4053,NA,US,,no,,,KJER,JER,,,
KJES,Jesup Wayne County Airport,US-GA,GA,Georgia,Jesup,,small_airport,31.554001,-81.8825,107,NA,US,,no,,,KJES,JES,,https://en.wikipedia.org/wiki/Jesup%E2%80%93Wayne_County_Airport,
KJFX,Walker County Airport Bevill Field,US-AL,AL,Alabama,Jasper,,small_airport,33.902,-87.314201,482,NA,US,,no,,,KJFX,JFX,,https://en.wikipedia.org/wiki/Walker_County_Airport,L02
KJGG,Williamsburg Jamestown Airport,US-VA,VA,Virginia,Williamsburg,,small_airport,37.239201,-76.716103,49,NA,US,,no,,,KJGG,JGG,https://williamsburgjamestownairport.com/,,
KJHW,Chautauqua County-Jamestown Airport,US-NY,NY,New York,Jamestown,,medium_airport,42.15425,-79.254008,1723,NA,US,,no,KJHW,JHW,KJHW,JHW,,https://en.wikipedia.org/wiki/Chautauqua_County-Jamestown_Airport,
KJKA,Jack Edwards National Airport,US-AL,AL,Alabama,Gulf Shores,,small_airport,30.290501,-87.671799,17,NA,US,,no,KJKA,GUF,KJKA,JKA,https://www.flyjka.com/,https://en.wikipedia.org/wiki/Jack_Edwards_Airport,AL15
KJLN,Joplin Regional Airport,US-MO,MO,Missouri,Joplin,,medium_airport,37.151798,-94.498299,981,NA,US,,yes,KJLN,JLN,KJLN,JLN,,https://en.wikipedia.org/wiki/Joplin_Regional_Airport,
KJNX,Johnston Regional Airport,US-NC,NC,North Carolina,Smithfield,,medium_airport,35.540901,-78.390297,164,NA,US,,no,,,KJNX,JNX,https://www.johnstonnc.com/JNX/,,Johnston County Airport
KJOT,Joliet Regional Airport,US-IL,IL,Illinois,Joliet,,small_airport,41.51779938,-88.17549896,582,NA,US,,no,KJOT,JOT,KJOT,JOT,http://www.jolietpark.org/index.php/facilities/joliet-regional-airport,https://en.wikipedia.org/wiki/Joliet_Regional_Airport,
KJQF,Concord-Padgett Regional Airport,US-NC,NC,North Carolina,Concord,,medium_airport,35.387798,-80.709099,705,NA,US,,yes,KJQF,USA,KJQF,JQF,http://www.concordnc.gov/Departments/Concord-Regional-Airport,https://en.wikipedia.org/wiki/Concord_Regional_Airport,"3N8, ""NASCAR's Airport"""
KJSO,Cherokee County Airport,US-TX,TX,Texas,Jacksonville,,small_airport,31.86930084,-95.2173996,677,NA,US,,no,KJSO,JKV,KJSO,JSO,,https://en.wikipedia.org/wiki/Cherokee_County_Airport_(Texas),
KJST,John Murtha Johnstown Cambria County Airport,US-PA,PA,Pennsylvania,Johnstown,,medium_airport,40.31610107,-78.83390045,2284,NA,US,,yes,KJST,JST,KJST,JST,,https://en.wikipedia.org/wiki/Johnstown-Cambria_County_Airport,
KJVL,Southern Wisconsin Regional Airport,US-WI,WI,Wisconsin,Janesville,,small_airport,42.62030029,-89.04160309,808,NA,US,,no,KJVL,JVL,KJVL,JVL,http://www.jvlairport.com/,https://en.wikipedia.org/wiki/Southern_Wisconsin_Regional_Airport,Rock County Airport
KJVY,Clark Regional Airport,US-IN,IN,Indiana,Jeffersonville,,small_airport,38.365398,-85.738197,474,NA,US,,no,,,KJVY,JVY,,https://en.wikipedia.org/wiki/Clark_Regional_Airport,
KJWN,John C Tune Airport,US-TN,TN,Tennessee,Nashville,,small_airport,36.1824,-86.886703,495,NA,US,,no,,,KJWN,JWN,,https://en.wikipedia.org/wiki/John_C._Tune_Airport,
KJYO,Leesburg Executive Airport,US-VA,VA,Virginia,Leesburg,,small_airport,39.077999,-77.557503,389,NA,US,,no,,,KJYO,JYO,http://www.leesburgva.gov/government/departments/airport,https://en.wikipedia.org/wiki/Leesburg_Executive_Airport,ADIZ
KJZI,Charleston Executive Airport,US-SC,SC,South Carolina,Johns Island,,small_airport,32.698238,-80.005675,17,NA,US,,no,,,KJZI,JZI,https://www.iflychs.com/JZI,https://en.wikipedia.org/wiki/Charleston_Executive_Airport,
KK02,Perryville Regional Airport,US-MO,MO,Missouri,Perryville,,small_airport,37.868698,-89.862099,372,NA,US,,no,,,KPCD,PCD,http://www.cityofperryville.com/229/Airport,https://en.wikipedia.org/wiki/Perryville_Municipal_Airport,"K02, Perryville Municipal Airport, McBride Airport"
KK19,Albany Municipal Airport,US-MO,MO,Missouri,Albany,,small_airport,40.2621994,-94.33899689,886,NA,US,,no,,,K19,K19,,https://en.wikipedia.org/wiki/Albany_Municipal_Airport_(Missouri),
KK20,Wendell H Ford Airport,US-KY,KY,Kentucky,Chavies,,small_airport,37.384838,-83.259662,1256,NA,US,,no,,,KCPF,CPF,https://perrycounty.ky.gov/services/Pages/Wendell-Ford-Airport-Info.aspx,https://en.wikipedia.org/wiki/Wendell_H._Ford_Airport,"K20, Hazard"
KKIC,Mesa Del Rey Airport,US-CA,CA,California,King City,,small_airport,36.22800064,-121.1220016,370,NA,US,,no,KKIC,KIC,KKIC,KIC,http://www.kingcity.com/index.php?option=com_content&task=view&id=39&Itemid=112,https://en.wikipedia.org/wiki/Mesa_Del_Rey_Airport,
KKLS,Southwest Washington Regional Airport,US-WA,WA,Washington,Kelso,,medium_airport,46.11800003,-122.8980026,20,NA,US,,no,KKLS,KLS,KKLS,KLS,http://www.kelso.gov/Departments%20%2526%20Services/Airport,https://en.wikipedia.org/wiki/Southwest_Washington_Regional_Airport,"Molt Taylor Field, Kelso-Longview Regional"
KL31,St. Tammany Regional Airport,US-LA,LA,Louisiana,Covington,,small_airport,30.445101,-89.988899,39,NA,US,,no,,,KL31,L31,,https://en.wikipedia.org/wiki/St._Tammany_Regional_Airport,LA08
KL45,Bakersfield Municipal Airport,US-CA,CA,California,Bakersfield,,medium_airport,35.324799,-118.996002,378,NA,US,,no,,,,L45,https://www.bakersfieldcity.us/565/Bakersfield-Municipal-Airport,https://en.wikipedia.org/wiki/Bakersfield_Municipal_Airport,
KL94,Mountain Valley Airport,US-CA,CA,California,Tehachapi,,small_airport,35.101101,-118.422997,4220,NA,US,,no,,,KL94,L94,,https://en.wikipedia.org/wiki/Mountain_Valley_Airport,
KLAF,Purdue University Airport,US-IN,IN,Indiana,West Lafayette,,medium_airport,40.412875,-86.939363,606,NA,US,,yes,KLAF,LAF,KLAF,LAF,,https://en.wikipedia.org/wiki/Purdue_University_Airport,
KLAL,Lakeland Linder International Airport,US-FL,FL,Florida,Lakeland,,medium_airport,27.987656,-82.018776,142,NA,US,,yes,KLAL,LAL,KLAL,LAL,,https://en.wikipedia.org/wiki/Lakeland_Linder_Regional_Airport,
KLAR,Laramie Regional Airport,US-WY,WY,Wyoming,Laramie,,medium_airport,41.31209946,-105.6750031,7284,NA,US,,yes,KLAR,LAR,KLAR,LAR,,https://en.wikipedia.org/wiki/Laramie_Regional_Airport,
KLAW,Lawton Fort Sill Regional Airport,US-OK,OK,Oklahoma,Lawton,,medium_airport,34.567699,-98.416603,1110,NA,US,,yes,KLAW,LAW,KLAW,LAW,,https://en.wikipedia.org/wiki/Lawton-Fort_Sill_Regional_Airport,
KLBB,Lubbock Preston Smith International Airport,US-TX,TX,Texas,Lubbock,,medium_airport,33.663601,-101.822998,3282,NA,US,,yes,KLBB,LBB,KLBB,LBB,http://www.flylia.com/,https://en.wikipedia.org/wiki/Lubbock_Preston_Smith_International_Airport,
KLBE,Arnold Palmer Regional Airport,US-PA,PA,Pennsylvania,Latrobe,,medium_airport,40.275902,-79.4048,1199,NA,US,,yes,KLBE,LBE,KLBE,LBE,,https://en.wikipedia.org/wiki/Arnold_Palmer_Regional_Airport,
KLBL,Liberal Mid-America Regional Airport,US-KS,KS,Kansas,Liberal,,medium_airport,37.0442009,-100.9599991,2885,NA,US,,yes,KLBL,LBL,KLBL,LBL,,https://en.wikipedia.org/wiki/Liberal_Municipal_Airport,
KLBX,Texas Gulf Coast Regional Airport,US-TX,TX,Texas,Angleton,,medium_airport,29.108601,-95.462097,25,NA,US,,no,KLBX,LJN,KLBX,LBX,http://www.flylbx.org/,https://en.wikipedia.org/wiki/Texas_Gulf_Coast_Regional_Airport,Texas Gulf Coast Regional Airport
KLCH,Lake Charles Regional Airport,US-LA,LA,Louisiana,Lake Charles,,medium_airport,30.12610054,-93.22329712,15,NA,US,,yes,KLCH,LCH,KLCH,LCH,,https://en.wikipedia.org/wiki/Lake_Charles_Regional_Airport,
KLCI,Laconia Municipal Airport,US-NH,NH,New Hampshire,Laconia / Gilford,,small_airport,43.572701,-71.4189,545,NA,US,,no,KLCI,LCI,KLCI,LCI,http://www.laconiaairport.com/,https://en.wikipedia.org/wiki/Laconia_Municipal_Airport,
KLDJ,Linden Airport,US-NJ,NJ,New Jersey,Linden,,small_airport,40.61740112,-74.24459839,23,NA,US,,no,KLDJ,LDJ,KLDJ,LDJ,http://www.lindenairportnj.com/,https://en.wikipedia.org/wiki/Linden_Airport,"Manhattan, New York City, NYC"
KLEB,Lebanon Municipal Airport,US-NH,NH,New Hampshire,Lebanon,,medium_airport,43.62609863,-72.30419922,603,NA,US,,yes,KLEB,LEB,KLEB,LEB,http://flyleb.com/,https://en.wikipedia.org/wiki/Lebanon_Municipal_Airport_(New_Hampshire),
KLEE,Leesburg International Airport,US-FL,FL,Florida,Leesburg,,medium_airport,28.82309914,-81.80870056,76,NA,US,,no,KLEE,LEE,KLEE,LEE,http://www.leesburgflorida.gov/index.aspx?page=45,https://en.wikipedia.org/wiki/Leesburg_International_Airport,Leesburg AAF
KLEX,Blue Grass Airport,US-KY,KY,Kentucky,Lexington,,medium_airport,38.036499,-84.605904,979,NA,US,,yes,KLEX,LEX,KLEX,LEX,http://www.bluegrassairport.com/,https://en.wikipedia.org/wiki/Blue_Grass_Airport,
KLFT,Lafayette Regional Airport,US-LA,LA,Louisiana,Lafayette,,medium_airport,30.205299,-91.987602,42,NA,US,,yes,KLFT,LFT,KLFT,LFT,http://www.lftairport.com/Home,https://en.wikipedia.org/wiki/Lafayette_Regional_Airport,
KLGA,LaGuardia Airport,US-NY,NY,New York,New York,,large_airport,40.777199,-73.872597,21,NA,US,,yes,KLGA,LGA,KLGA,LGA,https://www.laguardiaairport.com/,https://en.wikipedia.org/wiki/LaGuardia_Airport,"Manhattan, New York City, NYC, Glenn H. Curtiss Airport, North Beach Airport, La Guardia"
KLGB,Long Beach Airport (Daugherty Field),US-CA,CA,California,Long Beach,,medium_airport,33.816523,-118.149891,60,NA,US,,yes,KLGB,LGB,KLGB,LGB,http://www.lgb.org/,https://en.wikipedia.org/wiki/Long_Beach_Airport,Daugherty Field
KLGC,LaGrange Callaway Airport,US-GA,GA,Georgia,LaGrange,,small_airport,33.008873,-85.074331,693,NA,US,,no,KLGC,LGC,KLGC,LGC,http://lagrangeairport.com/,https://en.wikipedia.org/wiki/LaGrange_Callaway_Airport,
KLGU,Logan-Cache Airport,US-UT,UT,Utah,Logan,,medium_airport,41.79119873,-111.8519974,4457,NA,US,,no,KLGU,LGU,KLGU,LGU,http://logan-cacheairport.org/,https://en.wikipedia.org/wiki/Logan-Cache_Airport,
KLHM,Lincoln Regional Karl Harder Field,US-CA,CA,California,Lincoln,,small_airport,38.909199,-121.350998,121,NA,US,,no,,,KLHM,LHM,,https://en.wikipedia.org/wiki/Lincoln_Regional_Airport_(California),O51
KLHV,William T. Piper Memorial Airport,US-PA,PA,Pennsylvania,Lock Haven,,small_airport,41.13560104,-77.42230225,556,NA,US,,no,KLHV,LHV,KLHV,LHV,http://www.piperairport.com/default.htm,https://en.wikipedia.org/wiki/William_T._Piper_Memorial_Airport,
KLHZ,Triangle North Executive Airport,US-NC,NC,North Carolina,Louisburg,,small_airport,36.0233,-78.330299,369,NA,US,,no,KLHZ,LFN,KLHZ,LHZ,http://www.franklincountync.us/services/airport,https://en.wikipedia.org/wiki/Triangle_North_Executive_Airport,"2N9, Franklin County Airport"
KLIT,Bill & Hillary Clinton National Airport/Adams Field,US-AR,AR,Arkansas,Little Rock,,medium_airport,34.729582,-92.223728,262,NA,US,,yes,KLIT,LIT,KLIT,LIT,,https://en.wikipedia.org/wiki/Little_Rock_National_Airport,
